date,rate
10/16/13,34.15
10/17/13,37.21
10/18/13,31.72
10/19/13,31.88
10/20/13,29.99
10/21/13,33.68
10/22/13,36.53
10/23/13,36.75
10/24/13,37.63
10/25/13,34.08
10/26/13,32.90
10/27/13,28.32
10/28/13,43.12
10/29/13,34.82
10/30/13,35.23
10/31/13,29.23
11/1/13,29.04
11/2/13,29.54
11/3/13,28.30
11/4/13,38.73
11/5/13,34.57
11/6/13,29.29
11/7/13,31.58
11/8/13,34.89
11/9/13,30.12
11/10/13,27.18
11/11/13,30.66
11/12/13,36.21
11/13/13,38.91
11/14/13,40.05
11/15/13,31.84
11/16/13,28.54
11/17/13,24.81
11/18/13,29.39
11/19/13,38.69
11/20/13,36.01
11/21/13,31.90
11/22/13,31.21
11/23/13,29.20
11/24/13,35.49
11/25/13,37.08
11/26/13,32.96
11/27/13,40.09
11/28/13,32.78
11/29/13,32.27
11/30/13,32.27
12/1/13,30.13
12/2/13,32.17
12/3/13,33.22
12/4/13,32.47
12/5/13,33.09
12/6/13,35.89
12/7/13,35.26
12/8/13,45.90
12/9/13,45.13
12/10/13,43.51
12/11/13,44.88
12/12/13,53.78
12/13/13,39.88
12/14/13,45.03
12/15/13,39.08
12/16/13,45.72
12/17/13,42.62
12/18/13,42.13
12/19/13,35.27
12/20/13,29.82
12/21/13,28.31
12/22/13,25.49
12/23/13,29.59
12/24/13,34.08
12/25/13,33.80
12/26/13,37.99
12/27/13,33.35
12/28/13,28.76
12/29/13,27.66
12/30/13,30.02
12/31/13,36.29
1/1/14,33.23
1/2/14,57.71
1/3/14,114.81
1/4/14,75.58
1/5/14,43.63
1/6/14,189.44
1/7/14,675.04
1/8/14,139.65
1/9/14,51.51
1/10/14,40.87
1/11/14,33.07
1/12/14,33.09
1/13/14,34.52
1/14/14,28.57
1/15/14,33.81
1/16/14,38.69
1/17/14,36.14
1/18/14,42.53
1/19/14,33.88
1/20/14,33.76
1/21/14,56.93
1/22/14,255.38
1/23/14,261.32
1/24/14,302.11
1/25/14,178.34
1/26/14,67.21
1/27/14,48.95
1/28/14,153.87
1/29/14,159.34
1/30/14,191.97
1/31/14,57.66
2/1/14,49.88
2/2/14,41.16
2/3/14,59.68
2/4/14,49.73
2/5/14,52.94
2/6/14,85.05
2/7/14,56.02
2/8/14,75.61
2/9/14,63.23
2/10/14,107.90
2/11/14,150.56
2/12/14,166.90
2/13/14,53.46
2/14/14,43.73
2/15/14,50.27
2/16/14,49.54
2/17/14,67.54
2/18/14,53.85
2/19/14,41.51
2/20/14,50.80
2/21/14,46.88
2/22/14,38.12
2/23/14,32.29
2/24/14,50.51
2/25/14,63.82
2/26/14,68.88
2/27/14,103.67
2/28/14,126.41
3/1/14,75.27
3/2/14,52.85
3/3/14,241.05
3/4/14,230.12
3/5/14,102.35
3/6/14,120.41
3/7/14,72.59
3/8/14,45.13
3/9/14,39.54
3/10/14,49.42
3/11/14,38.85
3/12/14,46.75
3/13/14,79.80
3/14/14,63.19
3/15/14,32.05
3/16/14,52.97
3/17/14,126.33
3/18/14,51.98
3/19/14,53.78
3/20/14,42.70
3/21/14,36.21
3/22/14,33.32
3/23/14,40.62
3/24/14,59.83
3/25/14,68.07
3/26/14,71.54
3/27/14,79.42
3/28/14,36.95
3/29/14,41.35
3/30/14,39.34
3/31/14,44.57
4/1/14,45.34
4/2/14,41.26
4/3/14,37.94
4/4/14,37.55
4/5/14,34.22
4/6/14,33.91
4/7/14,46.77
4/8/14,35.96
4/9/14,33.42
4/10/14,34.21
4/11/14,32.92
4/12/14,33.79
4/13/14,32.16
4/14/14,38.35
4/15/14,43.91
4/16/14,42.63
4/17/14,38.08
4/18/14,34.42
4/19/14,32.77
4/20/14,29.23
4/21/14,38.24
4/22/14,39.90
4/23/14,46.59
4/24/14,47.15
4/25/14,40.88
4/26/14,36.10
4/27/14,32.79
4/28/14,41.74
4/29/14,46.35
4/30/14,53.83
5/1/14,38.11
5/2/14,37.32
5/3/14,35.86
5/4/14,32.59
5/5/14,39.27
5/6/14,36.49
5/7/14,37.01
5/8/14,55.88
5/9/14,35.76
5/10/14,30.96
5/11/14,28.36
5/12/14,45.57
5/13/14,83.50
5/14/14,37.59
5/15/14,73.36
5/16/14,44.30
5/17/14,36.67
5/18/14,31.80
5/19/14,32.87
5/20/14,68.40
5/21/14,58.56
5/22/14,49.80
5/23/14,34.41
5/24/14,27.60
5/25/14,31.45
5/26/14,38.94
5/27/14,50.22
5/28/14,43.98
5/29/14,33.98
5/30/14,36.49
5/31/14,33.03
6/1/14,34.59
6/2/14,38.65
6/3/14,41.94
6/4/14,35.66
6/5/14,35.05
6/6/14,38.05
6/7/14,40.04
6/8/14,31.87
6/9/14,42.58
6/10/14,44.32
6/11/14,31.93
6/12/14,29.95
6/13/14,34.60
6/14/14,23.05
6/15/14,21.06
6/16/14,54.53
6/17/14,58.69
6/18/14,50.65
6/19/14,35.13
6/20/14,35.39
6/21/14,39.96
6/22/14,33.72
6/23/14,43.23
6/24/14,49.99
6/25/14,55.17
6/26/14,59.75
6/27/14,54.93
6/28/14,42.59
6/29/14,36.48
6/30/14,43.87
7/1/14,46.01
7/2/14,56.06
7/3/14,43.09
7/4/14,23.08
7/5/14,17.35
7/6/14,24.44
7/7/14,41.80
7/8/14,42.05
7/9/14,33.97
7/10/14,36.81
7/11/14,47.32
7/12/14,41.40
7/13/14,44.35
7/14/14,40.76
7/15/14,35.37
7/16/14,29.91
7/17/14,30.80
7/18/14,27.60
7/19/14,26.28
7/20/14,35.58
7/21/14,45.06
7/22/14,40.70
7/23/14,40.44
7/24/14,31.15
7/25/14,30.63
7/26/14,30.90
7/27/14,37.57
7/28/14,29.38
7/29/14,22.63
7/30/14,29.14
7/31/14,39.50
8/1/14,32.49
8/2/14,30.66
8/3/14,37.85
8/4/14,34.32
8/5/14,34.22
8/6/14,33.81
8/7/14,32.77
8/8/14,27.34
8/9/14,29.12
8/10/14,31.04
8/11/14,30.35
8/12/14,30.93
8/13/14,30.95
8/14/14,27.61
8/15/14,31.62
8/16/14,24.49
8/17/14,28.57
8/18/14,32.67
8/19/14,36.29
8/20/14,33.71
8/21/14,35.13
8/22/14,38.85
8/23/14,28.66
8/24/14,35.74
8/25/14,34.96
8/26/14,39.22
8/27/14,41.98
8/28/14,34.82
8/29/14,33.19
8/30/14,29.71
8/31/14,31.93
9/1/14,39.38
9/2/14,41.34
9/3/14,37.89
9/4/14,36.74
9/5/14,59.30
9/6/14,53.71
9/7/14,30.53
9/8/14,31.68
9/9/14,34.18
9/10/14,35.11
9/11/14,35.33
9/12/14,28.75
9/13/14,27.84
9/14/14,23.87
9/15/14,32.35
9/16/14,34.20
9/17/14,29.18
9/18/14,30.07
9/19/14,25.03
9/20/14,31.98
9/21/14,30.82
9/22/14,30.81
9/23/14,28.07
9/24/14,31.65
9/25/14,36.22
9/26/14,32.59
9/27/14,29.67
9/28/14,30.18
9/29/14,44.49
9/30/14,34.36
10/1/14,32.67
10/2/14,41.85
10/3/14,34.55
10/4/14,29.85
10/5/14,28.26
10/6/14,39.31
10/7/14,39.14
10/8/14,37.96
10/9/14,37.52
10/10/14,35.67
10/11/14,41.62
10/12/14,26.63
10/13/14,40.88
10/14/14,35.95
10/15/14,47.58
10/16/14,33.92
10/17/14,27.31
10/18/14,28.54
10/19/14,27.53
10/20/14,48.60
10/21/14,31.14
10/22/14,36.27
10/23/14,40.61
10/24/14,39.92
10/25/14,27.80
10/26/14,27.65
10/27/14,40.75
10/28/14,36.34
10/29/14,32.70
10/30/14,39.08
10/31/14,31.83
11/1/14,40.04
11/2/14,33.16
11/3/14,33.10
11/4/14,32.25
11/5/14,41.94
11/6/14,36.80
11/7/14,40.61
11/8/14,34.44
11/9/14,29.94
11/10/14,36.07
11/11/14,35.98
11/12/14,35.91
11/13/14,39.51
11/14/14,38.59
11/15/14,33.95
11/16/14,33.55
11/17/14,34.04
11/18/14,52.81
11/19/14,45.87
11/20/14,37.36
11/21/14,49.49
11/22/14,48.82
11/23/14,35.19
11/24/14,27.15
11/25/14,32.05
11/26/14,36.70
11/27/14,30.65
11/28/14,43.79
11/29/14,30.96
11/30/14,25.91
12/1/14,34.55
12/2/14,37.83
12/3/14,43.02
12/4/14,49.78
12/5/14,33.95
12/6/14,31.79
12/7/14,34.38
12/8/14,40.16
12/9/14,33.83
12/10/14,33.54
12/11/14,35.73
12/12/14,40.81
12/13/14,34.49
12/14/14,30.27
12/15/14,32.07
12/16/14,33.56
12/17/14,32.39
12/18/14,42.93
12/19/14,36.64
12/20/14,40.83
12/21/14,28.96
12/22/14,33.01
12/23/14,25.35
12/24/14,17.22
12/25/14,6.83
12/26/14,21.30
12/27/14,22.19
12/28/14,19.77
12/29/14,28.29
12/30/14,31.11
12/31/14,29.90
1/1/15,24.90
1/2/15,25.56
1/3/15,26.88
1/4/15,20.79
1/5/15,27.44
1/6/15,41.84
1/7/15,76.65
1/8/15,89.43
1/9/15,35.68
1/10/15,37.37
1/11/15,34.95
1/12/15,35.53
1/13/15,43.85
1/14/15,61.36
1/15/15,35.12
1/16/15,33.41
1/17/15,29.05
1/18/15,26.01
1/19/15,28.13
1/20/15,30.20
1/21/15,29.91
1/22/15,35.13
1/23/15,28.01
1/24/15,29.87
1/25/15,27.08
1/26/15,38.50
1/27/15,34.98
1/28/15,38.64
1/29/15,34.47
1/30/15,40.17
1/31/15,37.68
2/1/15,29.31
2/2/15,39.41
2/3/15,34.08
2/4/15,29.78
2/5/15,35.94
2/6/15,41.80
2/7/15,26.86
2/8/15,21.84
2/9/15,34.80
2/10/15,37.04
2/11/15,33.31
2/12/15,37.08
2/13/15,64.30
2/14/15,43.05
2/15/15,85.09
2/16/15,148.85
2/17/15,72.58
2/18/15,76.09
2/19/15,162.62
2/20/15,191.72
2/21/15,167.97
2/22/15,41.85
2/23/15,78.22
2/24/15,100.29
2/25/15,72.00
2/26/15,62.01
2/27/15,54.58
2/28/15,61.31
3/1/15,55.88
3/2/15,37.26
3/3/15,44.48
3/4/15,37.36
3/5/15,83.55
3/6/15,92.24
3/7/15,66.63
3/8/15,28.23
3/9/15,32.22
3/10/15,29.34
3/11/15,24.96
3/12/15,36.92
3/13/15,39.96
3/14/15,25.80
3/15/15,25.42
3/16/15,39.76
3/17/15,26.86
3/18/15,42.36
3/19/15,32.93
3/20/15,34.48
3/21/15,33.15
3/22/15,31.79
3/23/15,41.29
3/24/15,31.29
3/25/15,38.65
3/26/15,33.82
3/27/15,39.71
3/28/15,61.74
3/29/15,32.18
3/30/15,33.13
3/31/15,26.79
4/1/15,27.76
4/2/15,26.72
4/3/15,23.74
4/4/15,23.13
4/5/15,21.70
4/6/15,33.14
4/7/15,40.17
4/8/15,31.67
4/9/15,35.77
4/10/15,27.88
4/11/15,28.40
4/12/15,30.30
4/13/15,35.72
4/14/15,30.60
4/15/15,26.17
4/16/15,30.80
4/17/15,34.96
4/18/15,28.47
4/19/15,24.27
4/20/15,28.81
4/21/15,27.19
4/22/15,30.78
4/23/15,32.86
4/24/15,28.62
4/25/15,38.44
4/26/15,29.75
4/27/15,36.58
4/28/15,28.60
4/29/15,25.81
4/30/15,23.86
5/1/15,27.39
5/2/15,26.98
5/3/15,30.00
5/4/15,30.90
5/5/15,30.37
5/6/15,41.67
5/7/15,37.42
5/8/15,45.48
5/9/15,29.75
5/10/15,33.35
5/11/15,58.16
5/12/15,37.97
5/13/15,31.84
5/14/15,29.85
5/15/15,29.38
5/16/15,30.93
5/17/15,33.67
5/18/15,38.18
5/19/15,34.58
5/20/15,30.42
5/21/15,25.26
5/22/15,23.75
5/23/15,18.67
5/24/15,4.21
5/25/15,2.50
5/26/15,28.51
5/27/15,29.71
5/28/15,37.48
5/29/15,33.47
5/30/15,53.81
5/31/15,31.12
6/1/15,35.15
6/2/15,23.03
6/3/15,22.13
6/4/15,25.30
6/5/15,26.37
6/6/15,24.00
6/7/15,19.24
6/8/15,29.85
6/9/15,28.42
6/10/15,27.26
6/11/15,37.21
6/12/15,34.03
6/13/15,32.14
6/14/15,37.06
6/15/15,51.90
6/16/15,42.23
6/17/15,28.80
6/18/15,37.76
6/19/15,30.45
6/20/15,26.72
6/21/15,32.06
6/22/15,38.48
6/23/15,32.68
6/24/15,26.51
6/25/15,25.99
6/26/15,25.26
6/27/15,22.37
6/28/15,18.48
6/29/15,20.74
6/30/15,31.47
7/1/15,23.11
7/2/15,21.29
7/3/15,18.10
7/4/15,20.75
7/5/15,18.12
7/6/15,33.80
7/7/15,28.49
7/8/15,25.92
7/9/15,29.38
7/10/15,31.65
7/11/15,25.61
7/12/15,23.83
7/13/15,32.73
7/14/15,38.60
7/15/15,32.75
7/16/15,26.66
7/17/15,28.23
7/18/15,29.25
7/19/15,36.66
7/20/15,75.87
7/21/15,32.57
7/22/15,29.60
7/23/15,35.59
7/24/15,30.69
7/25/15,41.46
7/26/15,29.24
7/27/15,39.83
7/28/15,45.47
7/29/15,34.54
7/30/15,28.24
7/31/15,25.02
8/1/15,25.27
8/2/15,15.33
8/3/15,26.39
8/4/15,29.81
8/5/15,31.74
8/6/15,25.74
8/7/15,39.24
8/8/15,26.17
8/9/15,24.94
8/10/15,27.20
8/11/15,32.96
8/12/15,35.39
8/13/15,27.52
8/14/15,34.15
8/15/15,27.58
8/16/15,21.40
8/17/15,29.77
8/18/15,30.33
8/19/15,53.63
8/20/15,28.87
8/21/15,27.96
8/22/15,21.88
8/23/15,27.08
8/24/15,24.93
8/25/15,25.69
8/26/15,21.60
8/27/15,23.41
8/28/15,22.16
8/29/15,21.94
8/30/15,24.67
8/31/15,34.40
9/1/15,33.00
9/2/15,28.11
9/3/15,35.85
9/4/15,34.54
9/5/15,33.20
9/6/15,29.72
9/7/15,42.88
9/8/15,51.47
9/9/15,37.40
9/10/15,25.98
9/11/15,26.89
9/12/15,23.32
9/13/15,20.04
9/14/15,21.23
9/15/15,28.64
9/16/15,32.45
9/17/15,32.53
9/18/15,34.45
9/19/15,32.62
9/20/15,26.31
9/21/15,28.54
9/22/15,24.47
9/23/15,22.63
9/24/15,22.55
9/25/15,22.95
9/26/15,25.08
9/27/15,27.73
9/28/15,44.17
9/29/15,54.07
9/30/15,33.71
10/1/15,21.41
10/2/15,20.46
10/3/15,22.09
10/4/15,21.48
10/5/15,33.13
10/6/15,31.03
10/7/15,28.18
10/8/15,33.66
10/9/15,26.26
10/10/15,23.82
10/11/15,18.36
10/12/15,24.84
10/13/15,25.64
10/14/15,35.74
10/15/15,25.71
10/16/15,24.83
10/17/15,31.07
10/18/15,33.31
10/19/15,33.28
10/20/15,36.11
10/21/15,39.58
10/22/15,28.83
10/23/15,27.24
10/24/15,22.04
10/25/15,23.66
10/26/15,29.39
10/27/15,28.48
10/28/15,25.84
10/29/15,23.54
10/30/15,26.58
10/31/15,23.84
11/1/15,18.86
11/2/15,27.80
11/3/15,38.58
11/4/15,30.85
11/5/15,32.98
11/6/15,26.39
11/7/15,23.87
11/8/15,27.43
11/9/15,30.40
11/10/15,28.77
11/11/15,23.87
11/12/15,22.62
11/13/15,22.47
11/14/15,24.51
11/15/15,22.66
11/16/15,25.34
11/17/15,25.74
11/18/15,31.89
11/19/15,26.38
11/20/15,24.42
11/21/15,24.63
11/22/15,21.26
11/23/15,44.45
11/24/15,29.15
11/25/15,23.10
11/26/15,13.45
11/27/15,15.88
11/28/15,19.40
11/29/15,22.35
11/30/15,24.24
12/1/15,32.60
12/2/15,30.96
12/3/15,33.25
12/4/15,35.19
12/5/15,33.03
12/6/15,27.52
12/7/15,27.26
12/8/15,24.40
12/9/15,29.20
12/10/15,21.08
12/11/15,21.44
12/12/15,22.00
12/13/15,19.88
12/14/15,22.43
12/15/15,25.11
12/16/15,23.01
12/17/15,22.18
12/18/15,22.89
12/19/15,28.53
12/20/15,23.99
12/21/15,23.12
12/22/15,26.71
12/23/15,22.39
12/24/15,14.64
12/25/15,13.28
12/26/15,11.07
12/27/15,15.38
12/28/15,25.77
12/29/15,23.55
12/30/15,22.38
12/31/15,18.11
1/1/16,17.95
